parc,categorie,theme,adresse,ville,code postal,departement,long,lat,titre,telephone 1,site web,presentation courte,presentation longue,acces PMR,acces transports en commun,Curiosités,Point de départ,Carte web,Distance,Durée,Public,Curiosité 1,Curiosité 2,Curiosité 3,Capacité,horaires,tarif,gratuité,guide
Haute Vallée de Chevreuse,loisirs,Au bord de l'eau,Route Saint-Georges,Vieille-Eglise-en-Yvelines,78125,78,48.658383, 1.883035,Etang de la Tour,NC,NC,"Un site classé, propice aux promenades familiales et aux sorties naturalistes.","Aménagé au XVIIe siècle pour amener l’eau de l’Eure à Versailles, cet étang est réputé en raison des chasses organisées par Napoléon III et la duchesse d’Uzès. Un site classé, propice aux promenades familiales et aux sorties naturalistes.",non,non,,,,,,Famille,,,,,,,NC,
Haute Vallée de Chevreuse,loisirs,Autour du cheval,,Senlisse,78720,78,48.6846605, 1.9947189,Haras de Malvoisine,01 30 52 14 63,NC,"Leçons particulières ou en groupe, en manège ou carrière extérieure. Balades accompagnées pour cavaliers confirmés.","Le Haras de Malvoisine propose des leçons particulières ou en groupe, en manège ou carrière extérieure, de même que des promenades accompagnées de 1 à 2 heures, éventuellement la journée, sur rendez-vous, pour des cavaliers de niveau galop 3/4 minimum, par petits groupes de 5 maxi.",non,non,,,,,,Famille,,,,,,,NC,
Haute Vallée de Chevreuse,loisirs,Autour du cheval,Route d'Auffargis,Vieille-Eglise-en-Yvelines,78610,78,48.6673885698, 1.88195586205,Haras des Erables,06 07 71 14 00,NC,Accueil de randonneurs avec leurs chevaux.,"Le haras propose une carrière de 90 x 30m, un rond d'avrincourt ainsi qu'un rond de longe. Sortie directe sur la forêt de Rambouillet et la forêt de la Vallée de Chevreuse.",non,non,,,,,,,,,,,,,NC,
Haute Vallée de Chevreuse,patrimoine,Lieu d'histoire,Route d'Auffargis,Cernay-la-Ville,78720,78,48.684, 1.936,Abbaye des Vaux de Cernay,01 34 85 23 00,http://www.abbayedecernay.com,"Abbaye du XIIe siècle, autour d'un parc de 75 hectares qui abrite le colombier de la fontaine Saint-Thibault. Aujourd’hui, il s’agit principalement d’un établissement hôtelier.","Fondée au XIIe siècle, l'abbaye suit la sévère règle cistercienne. A la Révolution, ses biens sont confisqués et vendus et ses bâtiments servent de carrière. C'est au XIXe siècle que la famille Rothschild reconstitue le domaine et construit le manoir de style néogothique. Aujourd'hui, quelques vestiges de l'abbaye subsistent : la façade ouvragée de l'église abbatiale et la grande salle des Moines avec ses voûtes sur croisés d'ogives sont une véritable splendeur.",non,non,,,,,,,,,,,Tous les jours : 9h-18h.,"Accès libre en semaine. Les week-ends et jours fériés : visite libre 6 € / enfant (de 10 à 16 ans) 3 € / Gratuit pour les moins de 10 ans. Le dimanche, visite guidée avec conférencière 8 € (enfants 5 €). Tarifs groupe sur demande.",NC,NC
Haute Vallée de Chevreuse,patrimoine,Lieu d'histoire,Chemin Jean Racine,Chevreuse,78460,78,48.709809, 2.041577,Château de la Madeleine,01 30 52 09 09,http://www.parc-naturel-chevreuse.fr,"Situé sur les hauteurs de Chevreuse, le château de la Madeleine offre un superbe panorama sur la vallée de l'Yvette.","Magnifique forteresse située sur les hauteurs de Chevreuse, il a été construit entre le XIe et le XIVe siècle. On y découvre librement la cour intérieure, les remparts et la vue panoramique sur la vallée de l'Yvette, les caves (exposition sur l'histoire du château) et la Tour des Gardes. Le château de la Madeleine accueille la Maison du Parc naturel de la Haute Vallée de Chevreuse.",non,oui,,,,,,,,,,,"Mardi, jeudi, vendredi et samedi : 14h-17h30. Mercredi : 14h-17h30 de novembre à mars, et de 10h à 12h30 / 14h à 18h d'avril à octobre. Les dimanche de 14h à 17h30 de novembre à mars et de 10h à 18h d'avril à octobre.",Tarifs : 52 € par groupe,NC,NC
Haute Vallée de Chevreuse,patrimoine,Musée,Place du Roi de Rome,Rambouillet,78120,78,48.644327, 1.822259,Palais du Roi de Rome,01 34 83 10 31,www.rambouillet.fr,"Il abrite le Musée du jeu de l’oie et des expositions temporaires, au cœur d'un jardin public de 5300 m².","Construit en 1784 sur l’ordre de Louis XVI, pour servir d’Hôtel du gouvernement, et transformé par Napoléon 1er en 1812, il abrite le Musée du jeu de l’oie et des expositions temporaires. Un jardin de 5300 m2, d’ambiance romantique, est ouvert au public. Une stèle y rappelle le souvenir du roi de Rome.",non,non,,,,,,,,,,,"tous les jours, 14h-18h (pour le jardin). Horaires des expositions variables.",,NC,NC
Haute Vallée de Chevreuse,patrimoine,Musée,"20, rue du bon puits",Fontenay-lès-Briis,91470,91,48.619686, 2.158069,Parc de sculptures de Robert Le Lagadec,01 64 90 80 18,NC,,"Au milieu d'une prairie, quinze sculptures métalliques, les Mégafers, bravent la pluie, le soleil et le vent. Elles sont noires, aériennes, sauvages. Leurs mains sont des griffes d'acier, leurs visages de terribles mufles de métal déchiré. Leurs corps éclatés se terminent en queue de reptile. ""Des idoles que je dresse vers le ciel"", “J'invente un culte artistique dédié aux forces primitives. Je veux laisser une trace de métal derrière moi"" disait Robert Le Lagadec leur créateur contemporain disparu en 2002.",non,non,,,,,,,,,,,visite tous les jours sur rendez-vous,,NC,NC
Haute Vallée de Chevreuse,produits,Escargots,Route des Essarts,Senlisse,78720,78,48.6913248, 1.9678338,Ferme de Fanon,06 80 06 05 87,NC,,,non,non,,,,,,,,,,,,,,
Haute Vallée de Chevreuse,produits,Viande / Volaille,Ferme de la Grande Maison,Chevreuse,78460,78,48.712337, 2.0050347,Ferme de Grand'Maison,01 39 38 02 33,http://www.fermedelevagegrandmaison.fr/,,,non,non,,,,,,,,,,,,,,
Haute Vallée de Chevreuse,produits,Miel,10 rue Boileau,Saint-Rémy-lès-Chevreuse,78470,78,48.7130475, 2.0656372,Jacques Kemp,01 30 52 20 38,NC,,,non,non,,,,,,,,,,,,,,
Haute Vallée de Chevreuse,produits,Viande / Volaille,La Petite Hogue  ‎,Auffargis‎,78610,78,48.664679, 1.8970385,Ferme aux Quatre-étoiles,06.20.04.37.54,http://les4etoiles.free.fr,,,non,non,,,,,,,,,,,,,,
Haute Vallée de Chevreuse,produits,Fruits / Légumes,2 rue Pierre-Nicole,Magny-les-Hameaux,78114,78,48.7436205, 2.0337348,Jardin de Cocagne,09 71 51 09 37,http://paris-cocagne.org,,,non,non,,,,,,,,,,,,,,
Haute Vallée de Chevreuse,produits,Produits laitiers,Route des Vindrins La Petite Hogue,Auffargis,78610,78,48.664679, 1.8970385,Ferme des Trois-ponts,01 30 59 85 80,http://www.3ponts.com/,,,non,non,,,,,,,,,,,,,,
Oise – Pays de France,balades,A pied,"48, rue d'Hérivaux",Orry-la-ville,60560,60,49.128955, 2.505914,Dans la forêt des moines.,NC,NC,Du château de la Borne Blanche à l'abbaye d'Hérivaux,"Comme beaucoup de grandes maisons de la région, le château de la Borne Blanche fut un relais de chasse. Il fut construit en 1884 par un pharmacien parisien et ami des équipages de chasse à courre du Duc de Chartres, qui lui cède le terrain. Le château se présentait d’abord sous la forme d’un L auquel étaient accolés en façade 2 avants-corps (bureau et communs). Le propriétaire suivant, un banquier parisien, entreprend à partir de 1915 de profondes modifications en ajoutant une aile comprenant bibliothèque, salle de billard et salon. L’escalier d’honneur, à l’intérieur, date de cette époque.",non,oui,"Devant la maison du Parc - 48, rue d'Hérivaux 60560 Orry-la-Ville",,https://mapsengine.google.com/map/viewer?mid=zVoqBjKkBrAk.kgIS9gIvxkMI,9,2h30,,,,,,,,,
Oise – Pays de France,balades,A pied,"48, rue d'Hérivaux",Orry-la-ville,60560,60,49.128966, 2.505904,La forêt des étangs de Comelles.,NC,NC,"Orry-la-Ville, romantique et naturelle.","Dans les forêts royales, aux principaux carrefours, les poteaux traditionnels indiquent les noms des routes forestières et leurs destinations. Ils ont été mis en place pour faciliter la chasse à courre et contribuent à l’élégance des cheminements.",non,oui,"Devant la maison du Parc - 48, rue d'Hérivaux 60560 Orry-la-Ville",,https://mapsengine.google.com/map/viewer?mid=zVoqBjKkBrAk.kiq-vIiWoOdA,12,3h15,,"Les étangs de Comelles, créés au cours du XIIIe siècle pour être utilisés comme viviers à poissons.","Plusieurs cressonnières. En France, la culture à grande échelle du cresson a commencé au XIXe siècle, à Avilly-Saint-Léonard, au nord de la forêt de Chantilly.",,,,,,
Oise – Pays de France,balades,A vélo,,Pontpoint,60700,60,49.290423, 2.633923,La forêt d'Halatte,NC,NC,Sur la route forestière de la Chaussée Pontpoint.,"La route forestière de la Chaussée Pontpoint parcourt les grandes futaies de la Forêt d’Halatte, qui s’étend sur 6.000 hectares.",non,non,"Sur le parvis de l'église Saint-Gervais, rue de la Longue Haye, à Ponpoint (60).",,https://mapsengine.google.com/map/viewer?mid=zVoqBjKkBrAk.koiOpq0HodTg,20,2h,,,,,,,,,
Oise – Pays de France,balades,A pied,Gare de Saint-Leu-d’Esserent,Saint-Leu-d’Esserent,60340,60,49.214245, 2.418005,Par monts et par vaux chez les godviciens,NC,NC,"En passant par la rue des troglodytes, les étangs et le bord de l’Oise.","En passant par la rue des troglodytes, les étangs et le bord de l’Oise.",non,oui,"Devant la gare de Saint-Leu-d’Esserent (95), accessible par la ligne H du Transilien.",,https://mapsengine.google.com/map/viewer?mid=zVoqBjKkBrAk.kTQ3mb66pMWM,10,2h30,,"Les maisons troglodytiques,  creusées depuis des millénaires dans le tendre des roches calcaires.","L’église prieurale de Saint-Leu, bâtie au XIIe siècle, est l’un des rares chefs d’œuvre français de l’art de  transition.",,,,,,
Oise – Pays de France,balades,A pied,,Aumont-en-Halatte,60300,60,49.241948, 2.57843,Sur le Mont Alta,NC,NC,Découvrir les bornes armoriées au fil des sentiers forestiers.,"Décidé à faire respecter son domaine et ses droits, le grand seigneur de la Renaissance Anne de Montmorency (1493-1567) fut le premier à faire placer des bornes de pierre, pour délimiter ses propriétés. Ces pierres taillées, portent le blason de sa famille sur une face et celle de l’autre propriétaire au verso. Près d’un demi-millénaire plus tard, ces blocs se dressent toujours fièrement à l’ombre des grands arbres.",non,non,"Sur le parking du Poteau de la Belle Croix, accessible par la route forestière de la Belle Croix, dans la forêt d'Halatte (60).",,https://mapsengine.google.com/map/viewer?mid=zVoqBjKkBrAk.k1PckhJ18e8E,7,2h30,,,,,,,,,
Oise – Pays de France,hebergement et restauration,gîte de groupes,"3, Grande-rue",Chamant,60300,60,49.2240968, 2.6363024,gîte Brunehaut,03 44 21 31 86,http://www.legîtebrunehaut.fr,"A deux pas de Senlis, la ferme est située au carrefour des 3 forêts. Dominée par sa haute tour du 18ème siècle, les bâtiments ont gardé leur authenticité propre aux domaines agricoles du Valois. Direction :  Marie-Claire Delacommune.",,non,non,,,,,,,,,,3 chambres,,,,
Oise – Pays de France,hebergement et restauration,chambre d'hôtes,"10, rue du Montcel",Viarmes,95270,95,49.1238828, 2.3703551,La Montcelloise,01 30 35 36 62,http://lamontcelloise.pagesperso-orange.fr,"Un ancien corps de ferme du début du 19ème siècle restauré, situé dans un vaste jardin paysager au cœur du vieux village de Viarmes. Direction : Marie-Thérèse Pichot.",,non,non,,,,,,,,,,2 chambres,,,,
Oise – Pays de France,hebergement et restauration,chambre d'hôtes,"15, rue des Bordes",Montépilloy,60810,60,49.210757, 2.695363,Les chambre d’Elisabeth,06 76 63 81 82,http://www.chambre-hote-senlis.fr,Un séjour inoubliable dans ce beau village perché dans les vastes paysages du Valois. Direction : Elisabeth Roland.,,non,non,,,,,,,,,,NC,,,,
Oise – Pays de France,loisirs,Chevaux et poneys,Rue de la Garenne,Saint-Leu-d’Esserent,60340,60,49.211265, 2.412702,Poney-Club du Sabot d'Or,06 88 60 31 49,http://basestleu.com,Poney-club pour enfants.,Le poney-club est situé dans la base de loisirs intercommunale. Cours sur inscription et stages pendant les vacances.,non,oui,,,,,,,,,,,"Mercredi et samedi, toute la journée.",,NC,
Oise – Pays de France,patrimoine,Lieu d'histoire,RN 330,Fontaine-chaalis,60300,60,49.14817, 2.685853,Abbaye de Chaalis,03 44 54 04 02,http://www.chaalis.fr,,"Des édifices d’origine, construits au XIIe siècle, ne subsistent aujourd’hui que les vestiges de l’église gothique et la chapelle de l’Abbé, décorée d’exceptionnelles fresques de Primatice. Le parc romantique, la roseraie et le château, hôte du Musée Jacquemart-André, complètent la visite.",non,non,,,,,,,,,,,"Tous les jours, 10h à 18h (sf 25/12 et 01/01). Sur réservation pour les groupes.",,NC,NC
Oise – Pays de France,patrimoine,Musée,Place du parvis Notre-Dame,Senlis,60300,60,49.206383, 2.586139,Musée d’Art et d’Archéologie,03 44 24 86 72,http://www.musees-senlis.fr,,"Installé dans l’ancien palais épiscopal, le Musée d’Art et d’Archéologie de Senlis invite à un voyage dans le temps, des vestiges gallo-romains aux collections archéologiques, des sculptures gothiques aux objets liturgiques moyenâgeux et des peintures du XVIIe siècle aux œuvres naïves du XXe siècle.",non,oui,,,,,,,,,,,"Lundi, jeudi et vendredi : 10h-12h et 14h-18h
Mercredi : 14h-18h
Samedi, dimanche et jours fériés : 11h-13h et 14h-18h.",Accès gratuit aux collections permanentes le premier dimanche de chaque mois.,NC,NC
Oise – Pays de France,patrimoine,Parcs et espaces verts,"34, rue Michel Bléré",Lamorlaye,60260,60,49.151998, 2.442647,Parc du Château de Lamorlaye,NC,NC,,"Les deux tours d’angle au profil élancé témoignent du riche passé du château de Lamorlaye, construit au XIXe siècle. En cours de restauration, l’édifice actuel ne peut être visité mais son parc, planté d’essences rares, invite à la flânerie.",non,oui,,,,,,,,,,,"tous les jours, 10h-17h (9h-21h du 01/04 au 30/09)",,Oui,NC
Oise – Pays de France,patrimoine,Parcs et espaces verts,"1, rue René Girardin",Ermenonville,60950,60,49.126627, 2.690598,Parc Jean-Jacques Rousseau,03 44 10 45 75,http://www.parc-rousseau.fr,,"S’inspirant de La Nouvelle Héloïse, premier roman de Jean-Jacques Rousseau, le marquis de Girardin transforma une partie du domaine familial en un parfait exemple de jardin à l’anglaise. Conçu au XVIIIe siècle, la nature libre et sauvage y est savamment mise en scène, sans contrainte.",non,non,,,,,,,,,,,Du 01/04 au 30/09 - Tous les jours : 10h-19h Du 01/10 au 31/03 - Tous les jours : 11h-17h30,,NC,NC
Vexin français,artisanat,Céramique,"6, rue de la libération",Us,95450,95,49.1009645, 1.9683498,Bernadette Wiener,06 81 94 09 94,http://www.wiener-b.com,,,non,non,,,,,,,,,,,,,,
Vexin français,artisanat,Céramique,"25, rue de la Charrière des Bois",La Roche-Guyon,95780,95,49.0836544, 1.6325112,Olivia Destailleurs,06 20 35 43 17,http://www.fairedelapoterie.blogspot.com,,,non,non,,,,,,,,,,,,,,
Vexin français,artisanat,Vitraux,"55, Chemin de la Chapelle Saint Antoine",Ennery,95300,95,49.0624647, 2.1136665,Fany Glass,06 14 26 98 61,http://www.fany-glass.fr,,,non,non,,,,,,,,,,,,,,
Vexin français,artisanat,Céramique,"48, rue Marceau",Auvers-sur-Oise,95430,95,49.0700637, 2.1435903,Barbara Billoud,06 17 58 94 73,http://www.bbceramic.com,,,non,non,,,,,,,,,,,,,,
Vexin français,artisanat,Arts décoratifs,"20, rue de Chars",Marines,95640,95,49.1454409, 1.978138,Karine Boitrelle,06 74 07 88 49,http://www.taokigalerie.blogspot.com,,,non,non,,,,,,,,,,,,,,
Vexin français,artisanat,Céramique,"19, Grande rue",Perchay,95450,95,49.1107929, 1.9341302,Manoli Gonzales,06 84 66 23 22,http://www.uneautrelumiere.com,,,non,non,,,,,,,,,,,,,,
Vexin français,balades,A pied,Rue Pasteur,Champagne-sur-Oise,95660,95,49.135565, 2.240507,Le Bois de la tour du Lay,NC,NC,A la découverte des trésors historiques et de la flore exceptionnelle du Bois de la Tour du Lay.,"Le site de la Tour du Lay doit son nom à une paroisse aujourd'hui disparue dont le clocher était visible à plus de six lieues à la ronde. Ce bois de 135 hectares, situé sur les communes de Parmain, Champagne-sur-Oise, Ronquerolles, Hédouville et Nesles-la-Vallée, présente une richesse floristique importante avec plus de 160 espèces végétales recensées, dont 18 espèces d’orchidées.
Curiosités
. La maison atelier du peintre Auguste Boulard, située dans l'ancienne Grande-Rue de Champagne-sur-Oise.
. Un polissoir mégalithique, classé monument historique, qui servait autrefois à l’affutage des outils.",non,non,,"Parvis de la gare de Champagne-sur-Oise (95), rue Pasteur.",https://mapsengine.google.com/map/viewer?mid=zVoqBjKkBrAk.ko8VIPDSvfbg,13,3h15,,,,,,,,,
Vexin français,hebergement et restauration,gîte de groupes,"5 bis, rue de la Bourgogne",Auvers-sur-Oise,95430,95,49.070886, 2.175276,Les Écuries d'Auvers,01 30 36 81 44,http://www.gîteauvers.com,,,non,non,,,,,,,,,,32 personnes,,,,
Vexin français,hebergement et restauration,restaurant,9 Rue du Général Leclerc,La Roche-Guyon,95780,95,49.081513, 1.630389,Le Relais du Château,01 34 79 70 52,NC,,,non,non,,,,,,,,,,NC,,,,
Vexin français,hebergement et restauration,restaurant,5 Place de l'Église,Hérouville,95300,95,49.101176, 2.132045,Les Vignes Rouges,01 34 66 54 73,http://www.vignesrouges.fr,,,non,non,,,,,,,,,,NC,,,,
Vexin français,hebergement et restauration,chambre d'hôtes,"2, route des crêtes",Chérence,95510,95,49.0871192, 1.6735106,La Petite Ferme,01 34 78 23 18,http://www.cherence-lapetiteferme.com,Chambres d'hôtes dans une ferme à cour carrée typique du Vexin français.,,non,non,,,,,,,,,,6 personnes,,,,
Vexin français,loisirs,Détente sportive,Domaine de Montcient (accès par la D130),Sailly,78440,78,49.0524, 1.79206,Golf du Prieuré,01 34 76 65 65,http://www.golfduprieure.com,,Deux parcours 18 trous. Espace enfants. Country-club.,non,non,,,,,,,,,,,,,NC,
Vexin français,patrimoine,Espace naturel,Mairie de Marines,Marines,95640,95,49.14725, 1.987243,Butte de Marines,01 34 25 31 84,www.sortiesnature.valdoise.fr,,"La butte de Marines constitue une des buttes témoins du Val d’Oise apparue il y a 16 millions d’années. Ancien site d’extraction de meulières utilisées du XVe au XIXe siècle pour la construction des habitations, la butte de Marines présente des milieux écologiques rares (mares, chênaie sur sable à myrtilles, sources, landes à callunes...). L’inventaire floristique a permis de recenser 274 espèces végétales dont le polystic à aiguillon et la fougère des marais. La forêt est essentiellement composée de châtaigniers. Du sommet, le regard porte sur les grands espaces agricoles du Vexin.",non,non,,,,,,,,,,,,,NC,NC
Vexin français,patrimoine,Lieu d'histoire,"1, rue de la mairie",Ambleville,95710,95,49.150612, 1.696315,Château d'Ambleville,01 34 67 98 45,http://www.chateauxetjardins.com,,"Construit au XVIe siècle par l’architecte Jean Grappin sur les bases d’une forteresse féodale érigée contre invasions anglo-normandes, le château d’Ambleville est un chef-d’oeuvre de l’architecture Renaissance. Classé Monument historique depuis 1945, le domaine d’Ambleville est également distingué par le label ""jardin remarquable"".",non,non,,,,,,,,,,,"samedi et dimanche, 10h45-12h30 et 14h-15h30 (du 15/04 au 01/10) / Tous les jours (sf lundi), 10h30-13h et 14h-18h (juillet-août)",Visite des jardins : 6€ (gratuit pour les moins de 6 ans) - Jardins et château : 9€ (gratuit pour les moins de 6 ans).,NC,NC
Vexin français,patrimoine,Musée,Rue du moulin Morel,Valmondois,95760,95,49.107046, 2.183586,Moulin de la Naze,01 34 73 06 26,http://www.pnr-vexin-francais.fr,,"Aménagé dans un ancien moulin, ce musée dévoile la face cachée des moulins sur les pas des anciens meuniers. La réhabilitation du site a permis de conserver la machinerie d’époque et de remettre en fonctionnement une spectaculaire roue à aubes incurvées, plongeant ses grandes pales dans le Sausseron tonitruant. Des poulies, rouages et engrenages plantent le décor d’un espace oublié que fait revivre la maquette animée d’un moulin à eau du XVIIIe siècle.",non,oui,,,,,,,,,,,"Du 01/03 au 14/07 et du 01/09 au 15/12 : samedi, 14h-18h / Dimanche, 10h-12h et 14h-18h",Adultes : 4€ / Moins de 15 ans : 2€ / Gratuit pour moins de 5 ans.,NC,NC
Vexin français,patrimoine,Musée,"44, rue Callé",Auvers-sur-Oise,95430,95,49.071655, 2.167967,Musée de l’Absinthe,01 30 36 83 26,http://www.musee-absinthe.com,,"Prohibée en 1915, l’absinthe revit à Auvers-sur-Oise, berceau de l’impressionnisme. Dans l'ambiance recréee des cafés de la Belle Époque où l'absinthe était la boisson favorite des poètes et des artistes, les objets du rite, les affiches, les gravures et les toiles offrent un regard insolite sur la vie sociale et artistique du XIXe siècle.",non,oui,,,,,,,,,,,". De mars à novembre : samedi, dimanche et jours fériés, 13h30-18h
. Du 15/06 au 01/09 : du mercredi au dimanche, 13h30-18h",Plein tarif : 5€ / Tarif réduit : 4€ / Moins de 15 ans : gratuit,NC,NC
Vexin français,patrimoine,Musée,Place de la gare,Butry-sur-Oise,95430,95,49.091522, 2.201545,Musée des tramways à vapeur et chemins de fer secondaires français,01 34 73 04 40,http://www.musee-mtvs.com,,"Installé non loin de la gare de Butry-Valmondois, le « MTVS » réunit une soixantaine de véhicules, anciens tramways à vapeur et chemins de fer d’intérêt local dont plusieurs ont été classés Monuments historiques. Une galerie d’exposition présente l’histoire de ces réseaux qui traversaient les campagnes dans les années 1930. Démonstrations de trains historiques les 1er et 3e dimanches du mois.",oui,oui,,,,,,,,,,,". De mai à octobre : dimanche et jours fériés, 14h30-18h.
. Démonstrations de trains historiques le 1er et 3e dimanche du mois",Adultes : 5€ / Enfants 6-12 ans) : 2€ / Moins de 6 ans : gratuit,NC,NC
Vexin français,produits,Fromages de Chèvre bio,80 rue Pasteur,Butry-sur-Oise,95430,95,49.0754609, 2.1901875,Le Bouc vert,01 34 73 45 29,http://www.bouc-vert.fr,,,non,non,,,,,,,,,,,,,,
Vexin français,produits,Boissons diverses,3 rue de la croix des ruelles,Théméricourt,95450,95,49.0864873, 1.8900748,Ferme Brasserie du Vexin,01 30 39 24 43,http://www.biere-du-vexin.com,,,non,non,,,,,,,,,,,,,,
Vexin français,produits,Produits laitiers,2 bis rue du colombier,Haravilliers,95640,95,49.1735521, 2.053812,Ferme d'Haravilliers,06 73 78 99 75,NC,,,non,non,,,,,,,,,,,,,,
Gâtinais français,artisanat,Gravure,8 Rue des Brefordes,Maisse,91720,91,48.3915246, 2.3695838,Anne Blain-Yardim,01 64 99 30 67,http://www.anneblain-gravure.fr/,,,non,non,,,,,,,,,,,,,,
Gâtinais français,artisanat,Travail du verre,"1 bis, rue Damalouise",Bouray-sur-Juine,91850,91,48.5201721, 2.2931669,Atout Vitrail,06 28 13 08 19,http://atout.vitrail.free.fr,,,non,non,,,,,,,,,,,,,,
Gâtinais français,artisanat,Divers,"8, rue Georges Brassens",La Ferté-Alais,91590,91,48.4760726, 2.3664091,Claudie Franel,09 71 39 07 14,http://www.claudiefranel.com/,,,non,non,,,,,,,,,,,,,,
Gâtinais français,artisanat,Tapisserie,12 Rue de la Ferté Alais,Soisy-sur-École,91840,91,48.4761915, 2.489934,Au fil du temps,09 63 00 15 36,http://www.fildutemps.eu,,,non,non,,,,,,,,,,,,,,
Gâtinais français,artisanat,Taille de pierre,Route de Boutigny,Moigny-sur-École,91490,91,48.4330165, 2.4431809,Les Grès de Fontainebleau,01 60 66 49 89,http://www.lesgresdefontainebleau.com,,,non,non,,,,,,,,,,,,,,
Gâtinais français,artisanat,Poterie / Céramique,"12 ter, rue de Maisse",Tousson,77123,77,48.3474059, 2.4535823,La Cigaliane,01 64 69 00 36,http://www.lacigaliane.fr/,,,non,non,,,,,,,,,,,,,,
Gâtinais français,artisanat,Travail du verre,6 rue des tilleuls,Cerny,91590,91,48.479109, 2.329542,Mosaïc’s by Lolamoon,06 16 41 46 34,http://lolalune.canalblog.com,,,non,non,,,,,,,,,,,,,,
Gâtinais français,artisanat,Travail du bois,"20, rue de la mairie",Châtenoy,77167,77,48.2337923, 2.628257,Aux Valeurs du Temps,01 64 28 74 22,http://www.auxvaleursdutemps.fr,,,non,non,,,,,,,,,,,,,,
Gâtinais français,hebergement et restauration,chambre d'hôtes,24 Avenue du Général de Gaulle,Barbizon,77630,77,48.442973, 2.599068,P'tit Angelus,01 60 66 24 92,http://www.ptitangelus.com,,,non,non,,,,,,,,,,7 personnes,,,,
Gâtinais français,hebergement et restauration,chambre d'hôtes,24 rue de Montgermont,Pringy,77310,77,48.5196274, 2.5584863,La Ravoie,01 64 09 80 37,www.laravoie.fr,,,non,non,,,,,,,,,,2 personnes,,,,
Gâtinais français,hebergement et restauration,gîte,16 rue de Chouard,Larchant,77760,77,48.2863915, 2.5967375,gîte Dame Jouanne,01 60 55 10 49,http://www.gîtes-damejouanne.com,"gîte
Location : 
-Semaine ou week-end (hors haute saison sur demande)
-Centrale de réservation Seine-et-Marne-Tourisme",,non,non,,,,,,,,,,5 personnes,,,,
Gâtinais français,hebergement et restauration,gîte,3 chemin de Malaquis,Le Vaudoué,77123,77,48.3611305, 2.5179903,La Brisée,NC,http://www.la-brisee.com,"gîte
Location : 
-Semaine ou week-end (hors haute saison)
-Centrale de réservation Seine-et-Marne-Tourisme",,non,non,,,,,,,,,,8 personnes,,,,
Gâtinais français,hebergement et restauration,gîte,16 rue de Chouard,Larchant,77760,77,48.2863915, 2.5967375,gîte L'Eléphant,01 60 55 10 49,www.gîtes-damejouanne.com,"gîte
Location : 
-Semaine ou week-end (hors haute saison sur demande)
-Réservation directe",,non,non,,,,,,,,,,6 personnes,,,,
Gâtinais français,hebergement et restauration,gîte,,Barbizon,77630,77,48.447193, 2.603497,L'Écureuil,06 72 70 50 64,NC,"gîte
Location : 
-Semaine
-Réservation directe",,non,non,,,,,,,,,,3 personnes,,,,
Gâtinais français,hebergement et restauration,chambre d'hôtes,6 Chemin des Ruelles,Moigny-sur-École,91490,91,48.431154, 2.4487727,Le Jardin des Roches,01 60 77 79 86,NC,,,non,non,,,,,,,,,,4 personnes,,,,
Gâtinais français,loisirs,Sport et détente,"73, rue des Roches",Buthiers,77760,77,48.292206, 2.433987,Base de loisirs de Buthiers,01 64 24 12 87,http://www.base-de-buthiers.com/,De nombreuses activités sur un site forestier et archéologique de 140 hectares.,"La Base de loisirs de Buthiers jouit d'une situation géographique exceptionnelle au coeur de la forêt de Fontainebleau, ses pins et ses rochers. De nombreuses activités - encadrées ou non - sont proposées : escalade (intérieure / extérieure), jeux d'eau, tir à l'arc, parcours d'orientation, vélos...

La base peut également accueillir des groupes pour des journées ou des séjours et met à leur disposition son personnel diplômé et ses installations : hébergements, campings, salles de restauration, salles pédagogiques.Elle propose également des salles de réceptions modulables pour séminaires, repas ou banquets.",oui,non,,,,,,Groupe / Famille,,,,,Tous les jours : 9h-12h et 13h30-18h,,NC,
Gâtinais français,patrimoine,Espace naturel,Route de Nemours,Milly-la-Forêt,91490,91,48.398324, 2.480139,Conservatoire national des plantes,01 64 98 83 77,http://www.cnpmai.org,Un site touristique unique voué au monde végétal.,"Lieu unique au service des producteurs, des cueilleurs, des laboratoires et des industriels, le Conservatoire est un site touristique voué au monde végétal. La visite s’effectue suivant trois étapes : un parcours d'interprétation, pour comprendre les relations et interactions de l’Homme avec le monde végétal ; les jardins et serres, qui abritent la Grande Collection de végétaux utilitaires classés par origine géographique et par type d’utilisation ; une boutique et pépinière de vente.",non,non,,,,,,Famille / Groupes / Scolaires,,,,,Avril à octobre - Tous les jours : 10h-18h / Mars et novembre - Samedi et dimanche : 10h-17h,"Visite libre 
Haute saison 
Tarif normal 7 € 
Tarif réduit 5 € 
Billet individuel annuel 15 € 

Basse saison
Tarif normal 5.50 €
Tarif réduit 3.50 €
Billet individuel annuel 15 € 

Gratuit jusqu'à 12 ans.",NC,NC
